questionTimestamp,questionEventType,questionText,questionAnswer,questionPosition,questionID,eventSource,Timestamp,validLeft,validRight,leftPupilValidity,rightPupilValidity,leftPupilDiameter,rightPupilDiameter,snapshotId,currentQuestion,clickTimestamp,clickedElement,leftX,leftY,rightX,rightY,x,y,leftDistance,rightDistance,tabName,element
,,,,,,eye-tracker,2917408.603,0,1,0,1,,2.2601,4,2,,,,,146.6301,302.3238,146.6301,302.3238,,63.6503,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917416.933,0,1,0,0,,,4,2,,,,,141.2044,300.4408,141.2044,300.4408,,63.6542,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917425.267,0,1,0,0,,,4,2,,,,,142.0186,301.3088,142.0186,301.3088,,63.6613,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917433.597,0,1,0,1,,2.2451,4,2,,,,,138.4522,295.8805,138.4522,295.8805,,63.6674,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917441.929,0,1,0,0,,,4,2,,,,,137.6176,298.3154,137.6176,298.3154,,63.6623,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917450.26,0,1,0,0,,,4,2,,,,,135.8019,298.8537,135.8019,298.8537,,63.6637,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917458.593,0,1,0,1,,2.2365,4,2,,,,,139.672,304.6881,139.672,304.6881,,63.668,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917466.941,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917475.289,0,1,0,0,,,4,2,,,,,143.1279,303.3793,143.1279,303.3793,,63.6648,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917483.62,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917491.951,0,1,0,0,,,4,2,,,,,145.2836,301.8854,145.2836,301.8854,,63.6628,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917500.302,0,1,0,0,,,4,2,,,,,145.6972,302.6552,145.6972,302.6552,,63.6639,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917508.596,0,1,0,1,,2.2686,4,2,,,,,146.9283,303.3526,146.9283,303.3526,,63.6685,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917516.937,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917525.277,0,1,0,0,,,4,2,,,,,140.341,302.4656,140.341,302.4656,,63.6652,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917533.594,0,1,0,1,,2.3212,4,2,,,,,140.9314,305.2996,140.9314,305.2996,,63.6628,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917541.966,0,1,0,0,,,4,2,,,,,137.9426,304.4646,137.9426,304.4646,,63.6546,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917550.271,0,1,0,0,,,4,2,,,,,137.8849,305.7604,137.8849,305.7604,,63.6545,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917558.651,0,1,0,1,,2.304,4,2,,,,,138.016,304.6177,138.016,304.6177,,63.6568,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917566.985,0,1,0,0,,,4,2,,,,,138.6201,301.0602,138.6201,301.0602,,63.6504,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917575.259,0,1,0,0,,,4,2,,,,,142.2822,300.1405,142.2822,300.1405,,63.651,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917583.599,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917591.939,0,1,0,0,,,4,2,,,,,149.9551,307.7286,149.9551,307.7286,,63.6464,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917600.252,0,1,0,0,,,4,2,,,,,156.3763,307.7925,156.3763,307.7925,,63.644,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917608.653,0,1,0,1,,2.3001,4,2,,,,,156.7041,304.9388,156.7041,304.9388,,63.6435,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917616.916,0,1,0,0,,,4,2,,,,,161.2468,307.1429,161.2468,307.1429,,63.6325,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917625.243,0,1,0,0,,,4,2,,,,,152.597,308.5115,152.597,308.5115,,63.6273,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917633.587,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917641.931,0,1,0,0,,,4,2,,,,,147.9813,305.9987,147.9813,305.9987,,63.6173,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917650.255,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917658.579,0,1,0,1,,2.3201,4,2,,,,,146.099,307.7682,146.099,307.7682,,63.6149,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917666.983,0,1,0,0,,,4,2,,,,,147.2124,304.1916,147.2124,304.1916,,63.6007,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917675.261,0,1,0,0,,,4,2,,,,,148.9647,298.7404,148.9647,298.7404,,63.5938,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917683.574,0,1,0,1,,2.3102,4,2,,,,,150.9444,298.1027,150.9444,298.1027,,63.5894,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917691.9,0,1,0,0,,,4,2,,,,,149.9997,300.0425,149.9997,300.0425,,63.5756,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917700.274,0,1,0,0,,,4,2,,,,,153.6118,304.4176,153.6118,304.4176,,63.5699,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917708.568,0,1,0,1,,2.279,4,2,,,,,149.5856,300.0085,149.5856,300.0085,,63.5675,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917716.897,0,1,0,0,,,4,2,,,,,147.4113,298.6518,147.4113,298.6518,,63.5563,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917725.236,0,1,0,0,,,4,2,,,,,138.9864,304.9458,138.9864,304.9458,,63.5547,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917733.583,0,1,0,1,,2.2844,4,2,,,,,139.0004,304.9984,139.0004,304.9984,,63.5557,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2917741.895,0,1,0,0,,,4,2,,,,,142.0795,323.4391,142.0795,323.4391,,63.549,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917750.234,0,1,0,0,,,4,2,,,,,153.1302,333.2551,153.1302,333.2551,,63.5501,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917758.56,0,1,0,1,,2.3039,4,2,,,,,152.5506,327.993,152.5506,327.993,,63.5533,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917766.909,0,1,0,0,,,4,2,,,,,153.2182,322.5664,153.2182,322.5664,,63.5486,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917775.071,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917783.404,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917791.737,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917800.07,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917808.403,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917816.736,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917825.069,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917833.402,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917841.735,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917850.068,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917858.401,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917864.798,0,1,0,1,,2.3586,4,2,,,,,150.9192,317.9316,150.9192,317.9316,,63.5562,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917872.41,0,1,0,0,,,4,2,,,,,146.7249,325.971,146.7249,325.971,,63.5523,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917880.333,0,1,0,0,,,4,2,,,,,149.4109,336.4396,149.4109,336.4396,,63.5566,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917888.636,0,1,0,1,,2.3408,4,2,,,,,148.3765,338.8817,148.3765,338.8817,,63.5626,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917896.966,0,1,0,0,,,4,2,,,,,145.1418,336.7312,145.1418,336.7312,,63.5599,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917905.315,0,1,0,0,,,4,2,,,,,140.5876,334.4391,140.5876,334.4391,,63.5642,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917913.628,0,1,0,1,,2.0223,4,2,,,,,138.1039,356.1498,138.1039,356.1498,,63.5695,cca_main.bpmn,file-explorer-area
,,,,,,eye-tracker,2917921.983,0,1,0,0,,,4,2,,,,,145.08,351.8883,145.08,351.8883,,63.5684,cca_main.bpmn,file-explorer-area
,,,,,,eye-tracker,2917930.333,0,1,0,0,,,4,2,,,,,152.7942,347.9212,152.7942,347.9212,,63.5773,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917938.624,0,1,0,1,,2.3342,4,2,,,,,157.7749,339.6684,157.7749,339.6684,,63.5903,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917946.959,0,1,0,0,,,4,2,,,,,150.9842,345.7116,150.9842,345.7116,,63.5968,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917955.302,0,1,0,0,,,4,2,,,,,151.4548,347.5772,151.4548,347.5772,,63.614,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917963.709,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2917971.971,0,1,0,0,,,4,2,,,,,150.732,346.6416,150.732,346.6416,,63.6397,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917980.316,0,1,0,0,,,4,2,,,,,154.7322,336.782,154.7322,336.782,,63.6592,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917988.618,0,1,0,1,,2.3175,4,2,,,,,150.8707,335.5651,150.8707,335.5651,,63.6798,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2917997.038,0,1,0,0,,,4,2,,,,,161.5792,336.814,161.5792,336.814,,63.6927,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918005.32,1,1,0,0,,,4,2,,,141.9335,350.376,166.1599,347.4414,154.0467,348.9087,63.0046,63.7137,cca_main.bpmn,file-explorer-area
,,,,,,eye-tracker,2918013.617,0,1,0,1,,2.3358,4,2,,,,,166.1599,347.4414,166.1599,347.4414,,63.7366,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918021.948,0,1,0,0,,,4,2,,,,,147.9231,336.6335,147.9231,336.6335,,63.7487,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918030.284,1,1,0,0,,,4,2,,,136.2822,342.9895,146.9715,340.7244,141.6269,341.857,63.0569,63.7666,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918038.614,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918046.944,0,1,0,0,,,4,2,,,,,143.2012,347.2458,143.2012,347.2458,,63.7894,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918055.29,0,1,0,0,,,4,2,,,,,142.9373,335.2659,142.9373,335.2659,,63.8017,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918063.657,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918071.941,0,1,0,0,,,4,2,,,,,148.89,331.0181,148.89,331.0181,,63.8145,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918080.281,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918088.614,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918096.961,0,1,0,0,,,4,2,,,,,150.2737,340.2826,150.2737,340.2826,,63.8195,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918105.289,0,1,0,0,,,4,2,,,,,155.4209,343.6273,155.4209,343.6273,,63.8255,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918113.615,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918121.937,0,1,0,0,,,4,2,,,,,147.932,341.0202,147.932,341.0202,,63.8302,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918130.33,0,1,0,0,,,4,2,,,,,144.4424,339.0544,144.4424,339.0544,,63.8345,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918138.607,0,1,0,1,,2.3363,4,2,,,,,143.9448,334.9066,143.9448,334.9066,,63.8394,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918146.934,0,1,0,0,,,4,2,,,,,147.773,331.3952,147.773,331.3952,,63.8349,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918155.311,0,1,0,0,,,4,2,,,,,144.1161,330.6393,144.1161,330.6393,,63.8369,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918163.6,0,1,0,1,,2.3129,4,2,,,,,147.9503,324.2933,147.9503,324.2933,,63.8399,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918171.93,0,1,0,0,,,4,2,,,,,147.5634,323.8849,147.5634,323.8849,,63.8323,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918180.27,0,1,0,0,,,4,2,,,,,148.2301,319.2841,148.2301,319.2841,,63.8312,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918188.597,0,1,0,1,,2.3011,4,2,,,,,138.359,318.3081,138.359,318.3081,,63.8319,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,2918196.929,0,1,0,0,,,4,2,,,,,137.1451,289.942,137.1451,289.942,,63.8223,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918205.318,0,1,0,0,,,4,2,,,,,129.9092,273.5787,129.9092,273.5787,,63.8191,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918213.595,0,1,0,1,,2.3262,4,2,,,,,133.3345,265.5982,133.3345,265.5982,,63.8172,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918221.925,0,1,0,0,,,4,2,,,,,122.8889,259.3358,122.8889,259.3358,,63.806,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918230.308,0,1,0,0,,,4,2,,,,,126.3687,262.3968,126.3687,262.3968,,63.802,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918238.628,0,1,0,1,,2.2944,4,2,,,,,126.9569,261.4642,126.9569,261.4642,,63.7997,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918246.924,0,1,0,0,,,4,2,,,,,131.8223,267.6044,131.8223,267.6044,,63.788,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918255.317,0,1,0,0,,,4,2,,,,,136.308,269.1447,136.308,269.1447,,63.7839,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918263.673,0,1,0,1,,2.2736,4,2,,,,,137.438,266.5524,137.438,266.5524,,63.781,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918271.92,0,1,0,0,,,4,2,,,,,125.6818,240.1889,125.6818,240.1889,,63.7699,cca_main.bpmn,file-explorer-file_cca_main.bpmn
,,,,,,eye-tracker,2918280.256,0,1,0,0,,,4,2,,,,,125.6973,240.1802,125.6973,240.1802,,63.7664,cca_main.bpmn,file-explorer-file_cca_main.bpmn
,,,,,,eye-tracker,2918288.586,0,1,0,1,,2.3054,4,2,,,,,135.0825,250.4907,135.0825,250.4907,,63.7651,cca_main.bpmn,file-explorer-file_cca_main.bpmn
,,,,,,eye-tracker,2918296.916,0,1,0,0,,,4,2,,,,,131.6778,258.3345,131.6778,258.3345,,63.7549,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918305.264,0,1,0,0,,,4,2,,,,,131.5243,260.929,131.5243,260.929,,63.7505,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918313.582,0,1,0,1,,2.2734,4,2,,,,,129.8765,259.229,129.8765,259.229,,63.7452,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918321.915,0,1,0,0,,,4,2,,,,,137.9746,255.4286,137.9746,255.4286,,63.7283,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918330.253,0,1,0,0,,,4,2,,,,,143.1243,261.0871,143.1243,261.0871,,63.717,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918338.594,0,1,0,1,,2.3249,4,2,,,,,142.3463,264.076,142.3463,264.076,,63.7062,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918346.945,0,1,0,0,,,4,2,,,,,138.7584,269.0174,138.7584,269.0174,,63.6839,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918355.251,0,1,0,0,,,4,2,,,,,136.5983,269.0429,136.5983,269.0429,,63.6666,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918363.579,0,1,0,1,,2.2715,4,2,,,,,140.5863,273.159,140.5863,273.159,,63.6467,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918371.93,0,1,0,0,,,4,2,,,,,134.5609,261.8852,134.5609,261.8852,,63.614,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918380.249,0,1,0,0,,,4,2,,,,,134.4577,261.9472,134.4577,261.9472,,63.5866,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918388.588,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918396.926,0,1,0,0,,,4,2,,,,,134.625,261.715,134.625,261.715,,63.554,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918405.254,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918413.582,0,1,0,1,,2.3263,4,2,,,,,155.6657,278.3999,155.6657,278.3999,,63.5294,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918421.904,0,1,0,0,,,4,2,,,,,155.7616,278.3971,155.7616,278.3971,,63.495,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,2918430.24,1,1,0,0,,,4,2,,,170.3354,325.5006,155.5923,293.6041,162.9639,309.5524,62.761,63.4696,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918438.579,0,1,0,1,,2.2817,4,2,,,,,151.656,288.8004,151.656,288.8004,,63.4478,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918446.94,0,1,0,0,,,4,2,,,,,162.7068,303.0199,162.7068,303.0199,,63.4183,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918455.236,0,1,0,0,,,4,2,,,,,153.499,300.142,153.499,300.142,,63.3986,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918463.624,0,1,0,1,,2.2544,4,2,,,,,153.4967,300.1941,153.4967,300.1941,,63.384,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918471.919,0,1,0,0,,,4,2,,,,,149.7975,299.9185,149.7975,299.9185,,63.3697,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918480.252,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918488.584,0,1,0,1,,2.278,4,2,,,,,149.7431,299.9393,149.7431,299.9393,,63.3706,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918496.905,0,1,0,0,,,4,2,,,,,154.2633,299.8651,154.2633,299.8651,,63.3674,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918505.233,0,1,0,0,,,4,2,,,,,158.3251,291.6151,158.3251,291.6151,,63.3773,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918513.571,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918521.908,0,1,0,0,,,4,2,,,,,162.4892,293.5411,162.4892,293.5411,,63.3875,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918530.277,0,1,0,0,,,4,2,,,,,155.2311,292.9673,155.2311,292.9673,,63.4055,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918538.592,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918546.906,0,1,0,0,,,4,2,,,,,146.4776,300.3192,146.4776,300.3192,,63.423,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918555.238,0,1,0,0,,,4,2,,,,,140.978,296.7481,140.978,296.7481,,63.4467,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918563.57,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918571.901,0,1,0,0,,,4,2,,,,,146.0871,296.7167,146.0871,296.7167,,63.4683,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918580.254,0,1,0,0,,,4,2,,,,,158.2603,306.629,158.2603,306.629,,63.4948,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918588.576,0,0,0,0,,,4,2,,,,,,,,,,,,
,,,,,,eye-tracker,2918596.898,0,1,0,0,,,4,2,,,,,177.486,307.2725,177.486,307.2725,,63.5173,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918605.222,0,1,0,0,,,4,2,,,,,240.5756,301.3665,240.5756,301.3665,,63.5397,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918613.604,0,1,0,1,,2.3469,4,2,,,,,288.4192,293.9745,288.4192,293.9745,,63.5458,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,2918621.924,0,1,0,0,,,4,2,,,,,425.3115,292.7503,425.3115,292.7503,,63.5432,cca_main.bpmn,main
,,,,,,eye-tracker,2918630.247,0,1,0,0,,,4,2,,,,,555.8599,302.7545,555.8599,302.7545,,63.5483,cca_main.bpmn,main
,,,,,,eye-tracker,2918638.555,0,1,0,1,,2.347,4,2,,,,,667.1805,326.8058,667.1805,326.8058,,63.5556,cca_main.bpmn,main
,,,,,,eye-tracker,2918646.877,0,1,0,0,,,4,2,,,,,756.9384,347.2909,756.9384,347.2909,,63.5549,cca_main.bpmn,Participant_0p22tuj
,,,,,,eye-tracker,2918655.222,0,1,0,0,,,4,2,,,,,831.9732,374.4469,831.9732,374.4469,,63.5623,cca_main.bpmn,Participant_0p22tuj
,,,,,,eye-tracker,2918663.547,0,1,0,1,,2.3552,4,2,,,,,881.0556,415.096,881.0556,415.096,,63.5736,cca_main.bpmn,main
,,,,,,eye-tracker,2918671.912,0,1,0,0,,,4,2,,,,,922.0871,459.5503,922.0871,459.5503,,63.5777,cca_main.bpmn,Participant_1tccln7
,,,,,,eye-tracker,2918680.211,0,1,0,0,,,4,2,,,,,936.1174,499.2683,936.1174,499.2683,,63.5995,cca_main.bpmn,Participant_1tccln7
,,,,,,eye-tracker,2918688.546,0,1,0,1,,2.2332,4,2,,,,,931.357,523.3413,931.357,523.3413,,63.625,cca_main.bpmn,Flow_1ufe1wn
,,,,,,eye-tracker,2918696.873,0,1,0,0,,,4,2,,,,,920.1277,571.7072,920.1277,571.7072,,63.6673,cca_main.bpmn,Activity_1mcpixv
,,,,,,eye-tracker,2918705.207,0,1,0,0,,,4,2,,,,,917.1209,597.0268,917.1209,597.0268,,63.7461,cca_main.bpmn,Participant_1tccln7
,,,,,,eye-tracker,2918713.537,0,1,0,1,,2.3551,4,2,,,,,904.3806,614.4131,904.3806,614.4131,,63.8405,cca_main.bpmn,Participant_1tccln7
,,,,,,eye-tracker,2918721.928,0,1,0,0,,,4,2,,,,,889.3427,593.0074,889.3427,593.0074,,63.9413,cca_main.bpmn,Participant_1tccln7
